title,price,address,district,lat,lon,Общая площадь,Аренда части,Этаж,Высота потолков,Отделка,Мощность электросети,Планировка,Тип аренды,Арендные каникулы,Минимальный срок аренды,Платежи включены,Тип здания,Парковка,url,Класс здания,Количество парковочных мест,Вход,Отопление,Отдельный вход,Удалённость от дороги,Количество мест в коворкинге,Тип места,Работа в выходные,Режим работы с,Режим работы до,Удобства включены в стоимость,Ключевые удобства,Доступное оборудование,Еда и напитки,Услуги,Другое,Круглосуточный режим
"Торговая площадь, 32,5 и 60 м²",78000,"Иркутская обл., Иркутск, ул. Радищева, 172",р-н Правобережный,52.306529,104.324651,60 м²,nan,1,nan,чистовая,nan,nan,прямая,есть,11 мес.,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_325_i_60_m_3992398998?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,с улицы,нет,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 8.9 м²",550,"Иркутская обл., Иркутск, ул. Гоголя, 53",р-н Свердловский,52.276486,104.255472,8.9 м²,nan,3,nan,офисная,nan,кабинетная,прямая,nan,11 мес.,эксплуатационные,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_8.9_m_3501028078?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Холодный Склад, 425 м²",360,"Иркутская обл., Иркутск, Горка, 5",р-н Ленинский,52.36668645963135,104.15428016931152,425 м²,nan,1,5 м,чистовая,10000 кВт,nan,прямая,nan,nan,nan,другой,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/holodnyy_sklad_425_m_7442730573?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,B,50,со двора,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 31.6 м²",110600,"Иркутская обл., Иркутск, мкр-н Юбилейный, 19/1",р-н Свердловский,52.227534,104.304025,31.6 м²,nan,цокольный,4.3 м,офисная,4 кВт,nan,прямая,nan,11 мес.,nan,торговый центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_31.6_m_7435233770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,250,с улицы,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение под производство, склад 142.3 м²",85380,"Иркутская обл., Иркутск, ул. Лермонтова, 78",р-н Свердловский,52.27018614752135,104.25508505026244,142.3 м²,nan,1,4.2 м,чистовая,100 кВт,nan,прямая,nan,11 мес.,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_pod_proizvodstvo_sklad_142.3_m_7402292083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,со двора,центральное,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 36 м²",23000,"Иркутская обл., Иркутск, Советская ул., 176Б",р-н Октябрьский,52.279511,104.341072,36 м²,nan,5,nan,офисная,nan,nan,прямая,есть,nan,nan,бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_36_m_7321692124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад теплый, 108.1 м²",79994,"Иркутская обл., Иркутск, ул. Шевцова, 4",р-н Правобережный,52.305378,104.293901,108.1 м²,nan,1,nan,nan,nan,nan,прямая,nan,11 мес.,"коммунальные, эксплуатационные",другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_teplyy_108.1_m_4608545341?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 19 м²",16000,"Иркутская обл., Иркутск, Култукская ул., 13",р-н Правобережный,52.283732,104.321947,19 м²,nan,3,nan,офисная,nan,кабинетная,прямая,nan,nan,коммунальные,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_19_m_814744250?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 20 м²",40000,"Иркутская обл., Иркутск, мкр-н Первомайский, 25",р-н Свердловский,52.255917,104.234074,20 м²,nan,1,3 м,офисная,nan,nan,прямая,есть,11 мес.,"коммунальные, эксплуатационные",другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_20_m_2616850081?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
В аренду торговая площадь 4.4 м² От собственника,10000,"Иркутская обл., Иркутский муниципальный округ, пос. Новая Разводная, ул. Строителей, 1А",,52.25164986516762,104.40225637131827,4.4 м²,возможна,1,5 м,чистовая,"15 кВт, можно увеличить",nan,прямая,есть,11 мес.,эксплуатационные,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/v_arendu_torgovaya_ploschad_4.4_m_ot_sobstvennika_7363603059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,90,с улицы,автономное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, 320 м²",57600,"Иркутская обл., Иркутск, Ракитная ул., 22",р-н Свердловский,52.275891,104.210717,320 м²,nan,1,4.2 м,без отделки,nan,nan,прямая,есть,12 мес.,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_730_m_7466758422?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,со двора,нет,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 121 м²",90000,"Иркутская обл., Иркутск, ул. Фурье, 15В",р-н Правобережный,52.283655,104.294009,121 м²,nan,3,nan,офисная,15 кВт,кабинетная,прямая,nan,11 мес.,nan,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_121_m_7480924049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение свободного назначения, 16.6 м²",20916,"Иркутская обл., Иркутск, Гравийная ул., 22",р-н Ленинский,52.361196,104.208741,16.6 м²,nan,1,3.3 м,чистовая,nan,nan,прямая,nan,nan,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_16.6_m_2016081468?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R2l5SlJqcVQ2TkVQZ2w0Ijt9U5927T8AAAA,nan,nan,с улицы,центральное,nan,вторая линия и дальше,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение свободного назначения, 16.6 м²",20916,"Иркутская обл., Иркутск, Гравийная ул., 22",р-н Ленинский,52.361196,104.208741,16.6 м²,nan,1,3.3 м,чистовая,nan,nan,прямая,nan,nan,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_16.6_m_2016081468?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,nan,с улицы,центральное,nan,вторая линия и дальше,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 30 м²",20000,"Иркутская обл., Иркутск, ул. Розы Люксембург, 263В",р-н Ленинский,52.35262298583984,104.1624526977539,30 м²,nan,2,nan,чистовая,nan,nan,прямая,есть,nan,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_2780623409?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,20,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 102 м²",81600,"Иркутская обл., Иркутск, ул. Урицкого, 11А",р-н Правобережный,52.283974,104.291898,102 м²,nan,3,3.4 м,чистовая,nan,открытая,прямая,есть,nan,"коммунальные, эксплуатационные",административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_102_m_4307151094?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 150 м²",255000,"Иркутская обл., Иркутск, Депутатская ул., 63/2",р-н Октябрьский,52.266401,104.327588,150 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_150_m_7368364463?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,nan,с улицы,nan,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 340 кв.м",150000,"Иркутская обл., Иркутск, б-р Рябикова, 1Ж",р-н Свердловский,52.261342,104.212613,340 м²,nan,2,nan,офисная,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_340_kv.m_2214950075?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 82 м²",100000,"Иркутская обл., Иркутск, Дальневосточная ул., 29/3",р-н Октябрьский,52.262163,104.300477,82 м²,возможна,цокольный,3.8 м,офисная,30 кВт,nan,прямая,есть,11 мес.,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_82_m_7433417438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,nan,со двора,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 47 м² в Бизнес Центре, ул. Свердлова",1400,"Иркутская обл., Иркутск, ул. Свердлова, 10",р-н Правобережный,52.28263,104.27686,47 м²,nan,7,3 м,офисная,nan,кабинетная,прямая,nan,12 мес.,"коммунальные, эксплуатационные",бизнес-центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_47_m_v_biznes_tsentre_ul._sverdlova_7419688667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,A,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Свободного назначения,40500,"Иркутская обл., Иркутск, Советская ул., 45/3",р-н Октябрьский,52.278223522180944,104.3120436101398,40 м²,nan,цокольный,2.5 м,офисная,"10 кВт, можно увеличить",nan,прямая,есть,12 мес.,nan,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4392967050?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxb0JuZkxveVhFVDRYQUNNIjt9vzni1j8AAAA,nan,15,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
